crime_id,crime_month,crime_city,crime_type,severity_level,victim_count,current_status
80876,2023-04-01,Austin,Sexual Assault,10,4,Investigating
43714,2020-09-01,San Diego,Robbery,9,4,Closed
90353,2021-05-01,San Antonio,Fraud,8,5,Pending
77568,2018-02-01,Austin,Kidnapping,7,1,Pending
90074,2021-05-01,San Antonio,Drug Violation,5,5,Investigating
35380,2023-01-01,Austin,Shoplifting,8,2,Closed
61276,2023-09-01,Dallas,Sexual Assault,1,3,Closed
75273,2020-03-01,Columbus,Assault,9,4,Investigating
80028,2022-06-01,Houston,Homicide,4,3,Closed
65422,2019-06-01,San Antonio,Vehicle Theft,4,4,Pending
84607,2022-10-01,Boston,Assault,9,3,Pending
47572,2018-01-01,Boston,Robbery,6,2,Pending
73725,2022-09-01,Dallas,Sexual Assault,9,1,Investigating
88491,2019-10-01,Los Angeles,Homicide,9,1,Investigating
63996,2021-07-01,Houston,Cybercrime,2,2,Pending
64267,2020-01-01,San Jose,Drug Violation,7,5,Closed
41519,2019-03-01,San Antonio,Drug Violation,7,5,Investigating
89261,2023-08-01,Dallas,Fraud,2,3,Closed
38159,2019-12-01,Chicago,Vehicle Theft,2,5,Investigating
39392,2022-06-01,Dallas,Vandalism,8,1,Closed
14259,2018-05-01,Jacksonville,Kidnapping,1,2,Investigating
76026,2021-10-01,El Paso,Robbery,1,2,Pending
12892,2019-09-01,Los Angeles,Robbery,4,4,Closed
66500,2021-01-01,San Antonio,Arson,3,2,Pending
7976,2023-11-01,Chicago,Drug Violation,5,4,Investigating
21502,2020-03-01,Phoenix,Homicide,5,5,Pending
7392,2019-01-01,Phoenix,Kidnapping,4,1,Investigating
76373,2018-07-01,San Jose,Vehicle Theft,4,2,Closed
95027,2021-07-01,Columbus,Kidnapping,4,2,Pending
2880,2019-01-01,New York,Burglary,6,4,Closed
41332,2023-12-01,Dallas,Cybercrime,1,5,Closed
53821,2021-08-01,San Jose,Fraud,6,3,Investigating
95390,2020-06-01,San Diego,Vehicle Theft,8,4,Closed
45557,2019-10-01,San Francisco,Arson,4,5,Pending
26977,2021-04-01,Indianapolis,Cybercrime,8,2,Closed
67749,2022-06-01,Jacksonville,Drug Violation,8,3,Closed
53028,2022-10-01,Phoenix,Kidnapping,7,3,Investigating
76587,2018-12-01,Dallas,Drug Violation,4,1,Closed
33308,2023-09-01,Phoenix,Vehicle Theft,6,2,Pending
65132,2020-03-01,Philadelphia,Cybercrime,7,5,Closed
31751,2020-12-01,San Jose,Homicide,6,1,Closed
79698,2018-06-01,Los Angeles,Shoplifting,4,3,Investigating
2193,2021-05-01,Denver,Sexual Assault,9,1,Investigating
39281,2018-03-01,Houston,Fraud,5,3,Investigating
57912,2019-05-01,Phoenix,Kidnapping,8,5,Closed
15293,2019-08-01,New York,Drug Violation,7,1,Pending
59891,2019-08-01,Dallas,Drug Violation,1,5,Closed
64054,2019-02-01,Houston,Arson,1,2,Pending
49109,2022-10-01,Los Angeles,Sexual Assault,4,3,Investigating
68583,2022-03-01,Dallas,Drug Violation,6,4,Pending
36128,2022-06-01,San Jose,Assault,5,2,Closed
79534,2021-08-01,Chicago,Burglary,1,1,Pending
54535,2018-02-01,San Jose,Homicide,6,3,Pending
26257,2020-11-01,Seattle,Arson,1,1,Investigating
95492,2020-03-01,Indianapolis,Assault,3,2,Pending
18677,2019-06-01,San Jose,Burglary,4,5,Investigating
14517,2021-03-01,Denver,Vandalism,2,2,Investigating
44138,2020-01-01,Phoenix,Kidnapping,9,1,Pending
56284,2022-01-01,New York,Shoplifting,3,1,Pending
54974,2018-08-01,Dallas,Cybercrime,10,1,Closed
26101,2021-05-01,Seattle,Shoplifting,2,5,Investigating
56473,2018-03-01,Philadelphia,Cybercrime,6,5,Pending
30542,2020-11-01,San Francisco,Assault,7,4,Investigating
26061,2018-07-01,New York,Assault,7,1,Pending
20868,2019-10-01,Chicago,Assault,6,5,Closed
13218,2022-01-01,Indianapolis,Vehicle Theft,1,3,Pending
5966,2019-08-01,Los Angeles,Vandalism,2,3,Investigating
79550,2022-06-01,Chicago,Arson,7,5,Pending
83248,2022-03-01,New York,Cybercrime,2,3,Investigating
96821,2019-08-01,Dallas,Assault,1,5,Closed
61826,2019-03-01,San Diego,Robbery,4,1,Pending
1568,2018-05-01,San Francisco,Arson,2,5,Pending
9731,2021-08-01,Austin,Arson,2,5,Investigating
42740,2021-09-01,San Antonio,Vandalism,3,5,Investigating
84019,2018-07-01,San Diego,Assault,3,4,Investigating
11676,2019-11-01,San Antonio,Fraud,9,5,Closed
53576,2022-07-01,Chicago,Drug Violation,6,2,Investigating
17423,2020-07-01,Indianapolis,Vehicle Theft,10,1,Pending
49233,2019-03-01,San Jose,Vehicle Theft,7,5,Pending
79282,2020-11-01,San Antonio,Fraud,3,5,Investigating
88881,2023-03-01,San Jose,Vandalism,2,5,Investigating
30756,2019-06-01,Los Angeles,Vandalism,4,3,Closed
11165,2020-08-01,Indianapolis,Sexual Assault,8,5,Pending
46590,2018-08-01,Columbus,Arson,10,5,Pending
37788,2018-02-01,San Jose,Burglary,8,5,Investigating
33968,2019-10-01,Houston,Shoplifting,6,5,Pending
88697,2019-11-01,San Diego,Assault,6,4,Investigating
38207,2020-12-01,Dallas,Shoplifting,2,2,Closed
14760,2022-09-01,Houston,Sexual Assault,8,2,Pending
19691,2018-05-01,San Jose,Arson,3,1,Pending
92651,2022-04-01,Chicago,Kidnapping,4,3,Investigating
54614,2021-11-01,Dallas,Sexual Assault,2,1,Pending
10335,2018-08-01,Houston,Burglary,1,5,Closed
38034,2023-03-01,New York,Vehicle Theft,3,2,Closed
77190,2021-01-01,San Francisco,Homicide,8,3,Investigating
4249,2022-08-01,Houston,Fraud,10,4,Pending
4093,2019-06-01,Chicago,Burglary,10,2,Investigating
80529,2021-03-01,Los Angeles,Robbery,9,4,Pending
18672,2022-01-01,Columbus,Drug Violation,8,5,Pending
13749,2019-08-01,San Diego,Homicide,6,1,Investigating
38109,2021-12-01,San Antonio,Arson,9,5,Investigating
63285,2019-12-01,New York,Assault,8,3,Closed
92048,2020-01-01,New York,Drug Violation,9,1,Closed
52905,2020-08-01,San Jose,Sexual Assault,4,4,Pending
67649,2022-03-01,Seattle,Drug Violation,9,4,Closed
84012,2020-12-01,San Diego,Arson,5,3,Investigating
54808,2022-12-01,San Jose,Sexual Assault,8,5,Pending
30075,2020-01-01,Philadelphia,Homicide,9,4,Closed
70749,2021-08-01,San Diego,Shoplifting,3,2,Pending
1458,2022-04-01,San Francisco,Homicide,2,5,Investigating
54389,2022-11-01,San Diego,Cybercrime,1,2,Investigating
46797,2023-09-01,Chicago,Kidnapping,7,4,Investigating
92294,2020-08-01,Denver,Vandalism,7,1,Closed
92679,2023-04-01,Phoenix,Shoplifting,7,2,Pending
80194,2021-02-01,San Diego,Homicide,5,4,Pending
44718,2019-06-01,San Antonio,Drug Violation,8,4,Pending
88353,2022-01-01,Los Angeles,Shoplifting,10,3,Closed
860,2021-10-01,New York,Homicide,5,2,Closed
81374,2023-08-01,New York,Arson,9,1,Pending
18298,2022-01-01,Chicago,Cybercrime,4,4,Closed
52095,2022-10-01,San Diego,Robbery,9,2,Closed
69860,2019-08-01,Philadelphia,Homicide,10,4,Investigating
28948,2019-11-01,San Diego,Robbery,8,3,Investigating
60002,2021-10-01,Seattle,Assault,5,3,Investigating
25496,2020-09-01,El Paso,Burglary,9,4,Pending
58052,2019-01-01,Jacksonville,Robbery,1,1,Closed
84100,2021-04-01,Chicago,Homicide,4,3,Pending
64607,2022-03-01,Houston,Drug Violation,2,4,Closed
47826,2018-11-01,Austin,Shoplifting,9,3,Pending
89377,2019-07-01,Phoenix,Homicide,8,1,Investigating
42604,2022-02-01,Washington,Robbery,10,1,Pending
59620,2023-02-01,Phoenix,Fraud,6,2,Investigating
66135,2018-05-01,Boston,Homicide,2,3,Investigating
18268,2018-11-01,Washington,Drug Violation,4,2,Closed
44487,2019-12-01,Phoenix,Drug Violation,4,3,Pending
80857,2019-03-01,Chicago,Assault,9,2,Pending
38608,2023-05-01,San Diego,Kidnapping,10,4,Investigating
66592,2020-07-01,San Antonio,Cybercrime,7,2,Investigating
26563,2019-02-01,San Diego,Vandalism,6,3,Investigating
9425,2020-02-01,Jacksonville,Arson,8,3,Pending
81726,2020-03-01,Jacksonville,Drug Violation,6,2,Pending
71530,2021-11-01,San Diego,Vandalism,2,3,Closed
19213,2021-02-01,San Francisco,Drug Violation,6,4,Pending
54397,2019-01-01,San Diego,Drug Violation,4,2,Closed
12655,2022-02-01,Austin,Drug Violation,8,1,Closed
95223,2022-07-01,San Jose,Drug Violation,1,3,Investigating
29587,2018-08-01,Boston,Drug Violation,8,2,Investigating
94056,2021-06-01,Philadelphia,Kidnapping,8,5,Pending
34526,2022-06-01,Jacksonville,Vehicle Theft,2,1,Investigating
6133,2018-11-01,San Francisco,Fraud,7,1,Investigating
44406,2022-01-01,San Jose,Assault,3,2,Pending
93090,2020-03-01,San Diego,Shoplifting,3,2,Pending
85211,2019-11-01,Houston,Vehicle Theft,7,5,Closed
44781,2020-07-01,Dallas,Shoplifting,7,2,Investigating
19289,2020-12-01,San Diego,Shoplifting,9,2,Investigating
80072,2022-11-01,Columbus,Fraud,2,2,Pending
88025,2022-12-01,Dallas,Vandalism,9,3,Pending
37124,2020-01-01,Columbus,Robbery,10,4,Closed
25859,2021-07-01,Houston,Arson,10,5,Closed
20830,2023-01-01,San Diego,Shoplifting,6,3,Investigating
76999,2023-08-01,San Jose,Drug Violation,2,5,Pending
81725,2022-03-01,Chicago,Arson,7,4,Pending
56028,2022-05-01,Los Angeles,Burglary,1,3,Closed
30197,2018-04-01,Phoenix,Vandalism,8,4,Closed
66186,2018-06-01,San Jose,Sexual Assault,10,1,Pending
49708,2019-06-01,New York,Drug Violation,2,4,Closed
65889,2018-04-01,San Jose,Shoplifting,3,4,Investigating
9856,2022-03-01,Indianapolis,Arson,4,3,Pending
46916,2023-05-01,Washington,Kidnapping,9,5,Closed
56895,2018-06-01,Washington,Drug Violation,3,2,Closed
12612,2022-01-01,Los Angeles,Homicide,6,3,Closed
85617,2022-09-01,Phoenix,Homicide,8,5,Investigating
90798,2019-12-01,Boston,Kidnapping,6,5,Pending
1612,2022-04-01,Washington,Kidnapping,1,4,Closed
68829,2018-05-01,Denver,Robbery,5,4,Closed
87766,2022-08-01,New York,Sexual Assault,4,5,Closed
59333,2020-02-01,Philadelphia,Burglary,10,2,Closed
79088,2022-06-01,San Diego,Burglary,1,3,Investigating
3369,2022-12-01,Columbus,Cybercrime,1,2,Investigating
21511,2018-03-01,El Paso,Robbery,3,3,Pending
52193,2021-07-01,Washington,Drug Violation,4,4,Pending
67641,2020-04-01,Columbus,Burglary,10,3,Pending
3352,2021-04-01,New York,Drug Violation,10,3,Closed
97424,2022-03-01,Phoenix,Kidnapping,10,5,Investigating
85628,2022-11-01,Houston,Shoplifting,4,5,Pending
22097,2021-02-01,San Jose,Vehicle Theft,1,3,Investigating
68161,2018-08-01,Houston,Drug Violation,7,3,Pending
49990,2018-04-01,Philadelphia,Kidnapping,10,3,Pending
84966,2020-03-01,Dallas,Homicide,6,3,Pending
9891,2020-12-01,Philadelphia,Sexual Assault,4,2,Closed
57728,2018-01-01,Phoenix,Vehicle Theft,8,2,Investigating
34624,2018-07-01,San Francisco,Drug Violation,4,4,Pending
80665,2019-02-01,San Francisco,Sexual Assault,8,2,Closed
53236,2018-08-01,Denver,Arson,8,2,Closed
76892,2023-08-01,Jacksonville,Sexual Assault,6,3,Investigating
51935,2020-04-01,Los Angeles,Arson,4,4,Closed
53799,2018-08-01,Chicago,Drug Violation,6,2,Pending
32665,2018-05-01,Columbus,Homicide,8,5,Closed
98397,2022-07-01,Chicago,Homicide,10,2,Investigating
84409,2023-08-01,Dallas,Vehicle Theft,4,4,Closed
96057,2020-07-01,Los Angeles,Sexual Assault,7,5,Closed
18830,2023-06-01,San Diego,Robbery,4,2,Closed
36370,2019-07-01,Phoenix,Vehicle Theft,3,3,Investigating
67934,2018-05-01,Austin,Vandalism,2,4,Closed
7361,2019-05-01,Philadelphia,Cybercrime,8,1,Pending
43017,2023-04-01,San Jose,Burglary,5,5,Pending
56852,2020-12-01,Dallas,Arson,10,4,Pending
54591,2018-01-01,Austin,Sexual Assault,3,2,Investigating
93397,2020-02-01,Seattle,Cybercrime,8,3,Closed
87742,2020-01-01,Columbus,Kidnapping,7,1,Pending
47028,2022-02-01,Phoenix,Kidnapping,2,1,Closed
79561,2018-12-01,Jacksonville,Fraud,7,4,Pending
23244,2019-03-01,New York,Burglary,3,1,Pending
62424,2019-04-01,Boston,Vandalism,2,5,Investigating
55281,2021-11-01,El Paso,Arson,5,3,Closed
86333,2020-06-01,Houston,Burglary,10,5,Investigating
13217,2018-10-01,Seattle,Drug Violation,7,2,Closed
63329,2018-12-01,Chicago,Drug Violation,4,5,Investigating
43956,2019-06-01,Austin,Assault,6,3,Closed
94285,2019-09-01,El Paso,Sexual Assault,5,5,Investigating
5908,2022-03-01,San Diego,Vandalism,8,3,Pending
19670,2018-04-01,Los Angeles,Cybercrime,3,2,Pending
17043,2020-06-01,New York,Shoplifting,6,3,Pending
1287,2018-05-01,San Francisco,Vandalism,1,3,Pending
22738,2019-09-01,San Francisco,Fraud,3,2,Pending
8117,2020-09-01,Dallas,Kidnapping,10,5,Closed
27404,2023-11-01,Chicago,Burglary,10,3,Investigating
26583,2021-08-01,Houston,Shoplifting,1,4,Investigating
79899,2021-08-01,Houston,Arson,7,3,Pending
41909,2022-07-01,Phoenix,Sexual Assault,7,1,Investigating
47734,2022-04-01,Washington,Vandalism,4,4,Investigating
62168,2022-11-01,Denver,Arson,7,5,Closed
89051,2019-10-01,Dallas,Homicide,9,2,Closed
97550,2020-04-01,Indianapolis,Kidnapping,2,3,Investigating
54969,2019-04-01,San Jose,Vehicle Theft,8,5,Closed
49257,2022-12-01,Phoenix,Cybercrime,4,4,Investigating
41170,2022-11-01,Los Angeles,Vandalism,10,5,Pending
39858,2021-12-01,Chicago,Burglary,6,5,Closed
79624,2022-03-01,New York,Fraud,1,4,Closed
82486,2022-02-01,Washington,Cybercrime,7,1,Investigating
54866,2018-11-01,San Jose,Fraud,1,2,Investigating
96191,2023-09-01,Austin,Drug Violation,4,3,Pending
33833,2022-10-01,San Antonio,Vandalism,3,4,Closed
56584,2020-02-01,Austin,Shoplifting,1,4,Pending
14626,2019-11-01,Washington,Assault,2,5,Investigating
67295,2019-06-01,San Antonio,Sexual Assault,2,1,Pending
76349,2019-06-01,New York,Sexual Assault,4,1,Pending
90254,2021-11-01,San Diego,Homicide,2,1,Investigating
87690,2021-04-01,San Diego,Vehicle Theft,2,4,Closed
17098,2021-04-01,Dallas,Arson,8,3,Investigating
18763,2018-01-01,Chicago,Drug Violation,8,5,Closed
7647,2020-10-01,Houston,Vandalism,2,2,Pending
77227,2022-08-01,Austin,Fraud,8,5,Pending
78032,2021-01-01,Dallas,Shoplifting,9,3,Closed
42478,2023-10-01,Phoenix,Fraud,6,4,Closed
25134,2019-10-01,Phoenix,Fraud,3,2,Investigating
75421,2021-04-01,Houston,Sexual Assault,9,3,Closed
58944,2023-04-01,Dallas,Drug Violation,1,5,Closed
30480,2022-02-01,Los Angeles,Vandalism,2,2,Investigating
40302,2022-02-01,Dallas,Robbery,4,4,Investigating
19059,2022-10-01,Boston,Drug Violation,1,1,Closed
97307,2023-04-01,Phoenix,Arson,4,4,Pending
83467,2020-06-01,Dallas,Vehicle Theft,6,1,Closed
13001,2022-05-01,Phoenix,Homicide,8,2,Investigating
48196,2021-01-01,San Diego,Vehicle Theft,2,5,Investigating
80001,2022-03-01,Boston,Cybercrime,6,4,Pending
66615,2023-10-01,Los Angeles,Sexual Assault,10,4,Investigating
10004,2020-03-01,Chicago,Drug Violation,9,4,Closed
49979,2018-03-01,Philadelphia,Sexual Assault,2,1,Investigating
32273,2022-07-01,Dallas,Fraud,10,4,Pending
25284,2018-07-01,San Jose,Shoplifting,7,2,Closed
96369,2022-01-01,San Antonio,Homicide,8,5,Closed
73080,2023-03-01,San Jose,Homicide,9,4,Investigating
28972,2023-08-01,Seattle,Shoplifting,3,3,Investigating
77967,2019-01-01,Houston,Drug Violation,4,1,Closed
24736,2019-01-01,New York,Vehicle Theft,6,4,Pending
7874,2023-01-01,Phoenix,Burglary,3,5,Pending
64329,2019-11-01,Dallas,Shoplifting,8,4,Closed
22191,2022-07-01,San Antonio,Drug Violation,8,4,Closed
73067,2021-01-01,Chicago,Arson,3,5,Investigating
60417,2021-12-01,Denver,Vandalism,4,4,Investigating
2522,2019-01-01,Seattle,Vehicle Theft,8,3,Closed
21115,2021-03-01,San Diego,Vandalism,2,5,Pending
18403,2019-02-01,Austin,Assault,1,4,Investigating
16396,2020-06-01,Chicago,Assault,2,5,Pending
15619,2022-08-01,San Jose,Arson,1,5,Investigating
86713,2019-10-01,San Jose,Sexual Assault,7,5,Closed
616,2020-02-01,San Jose,Robbery,2,5,Closed
89396,2018-11-01,Denver,Assault,2,5,Pending
26986,2020-07-01,Phoenix,Sexual Assault,7,1,Investigating
52625,2022-10-01,San Francisco,Drug Violation,4,2,Closed
63788,2023-08-01,El Paso,Drug Violation,10,1,Investigating
17399,2021-11-01,Chicago,Vehicle Theft,8,5,Investigating
88951,2022-05-01,El Paso,Homicide,8,2,Closed
47207,2021-08-01,Indianapolis,Drug Violation,2,1,Closed
65264,2022-02-01,Boston,Shoplifting,6,1,Investigating
60216,2021-09-01,Seattle,Kidnapping,10,2,Pending
51761,2020-05-01,New York,Drug Violation,9,5,Closed
96266,2023-12-01,Boston,Drug Violation,5,5,Closed
57655,2020-09-01,Los Angeles,Vehicle Theft,1,1,Pending
46604,2022-12-01,Chicago,Sexual Assault,7,3,Closed
61222,2019-06-01,Boston,Burglary,8,1,Closed
92051,2019-09-01,Los Angeles,Drug Violation,6,3,Investigating
83461,2019-01-01,Chicago,Assault,2,2,Investigating
59850,2018-09-01,Philadelphia,Robbery,7,5,Investigating
17730,2018-12-01,Washington,Burglary,5,2,Investigating
4741,2023-11-01,Philadelphia,Shoplifting,9,2,Closed
61779,2021-08-01,San Antonio,Vehicle Theft,6,4,Closed
46408,2019-04-01,Los Angeles,Robbery,8,4,Closed
79858,2019-07-01,Phoenix,Sexual Assault,5,5,Closed
73265,2020-07-01,San Francisco,Homicide,2,4,Closed
51126,2023-09-01,Columbus,Assault,4,1,Pending
85628,2023-09-01,Houston,Kidnapping,3,5,Pending
34143,2021-08-01,Philadelphia,Kidnapping,5,5,Pending
99176,2022-07-01,Denver,Shoplifting,9,5,Pending
27946,2018-02-01,Chicago,Fraud,1,3,Pending
13771,2023-04-01,New York,Shoplifting,9,1,Pending
16667,2019-07-01,San Diego,Cybercrime,6,5,Closed
74676,2021-02-01,New York,Robbery,2,2,Closed
77612,2020-03-01,San Antonio,Assault,4,4,Closed
93849,2020-10-01,Philadelphia,Assault,4,5,Closed
13314,2023-04-01,Los Angeles,Shoplifting,8,4,Investigating
1562,2023-11-01,Dallas,Sexual Assault,5,5,Investigating
89385,2021-08-01,Chicago,Drug Violation,3,5,Pending
1843,2023-08-01,Dallas,Vandalism,3,3,Investigating
65883,2023-01-01,San Jose,Kidnapping,2,2,Investigating
84768,2018-02-01,Dallas,Burglary,3,4,Pending
75073,2018-08-01,Houston,Vehicle Theft,10,1,Closed
99628,2022-02-01,Dallas,Sexual Assault,7,5,Pending
34836,2021-10-01,Chicago,Robbery,8,5,Investigating
19808,2023-04-01,Austin,Arson,9,1,Pending
12935,2020-11-01,Chicago,Vandalism,10,2,Pending
50038,2023-10-01,Chicago,Vehicle Theft,7,4,Investigating
96431,2022-03-01,San Antonio,Kidnapping,7,4,Closed
43321,2020-03-01,New York,Arson,8,2,Investigating
11348,2019-03-01,New York,Fraud,8,2,Investigating
3181,2020-01-01,Los Angeles,Vandalism,2,3,Investigating
85138,2023-07-01,San Jose,Vandalism,5,5,Investigating
27366,2020-03-01,Houston,Assault,6,2,Investigating
81363,2018-03-01,El Paso,Fraud,10,5,Investigating
60334,2023-11-01,San Antonio,Drug Violation,2,5,Investigating
94243,2020-11-01,Phoenix,Kidnapping,4,2,Investigating
93147,2022-09-01,Houston,Fraud,4,5,Pending
8470,2018-10-01,San Diego,Fraud,3,5,Closed
64597,2021-02-01,San Diego,Fraud,6,4,Investigating
16954,2022-03-01,Phoenix,Cybercrime,8,1,Investigating
93584,2018-10-01,Houston,Assault,9,4,Investigating
13879,2020-09-01,Houston,Kidnapping,9,2,Pending
78056,2022-05-01,Jacksonville,Arson,2,2,Investigating
82694,2022-07-01,El Paso,Vehicle Theft,5,1,Pending
64009,2022-08-01,Los Angeles,Drug Violation,8,2,Closed
64040,2023-10-01,San Francisco,Vandalism,7,1,Pending
4962,2022-02-01,Chicago,Sexual Assault,7,1,Investigating
23488,2022-03-01,El Paso,Sexual Assault,2,2,Closed
29018,2019-05-01,Houston,Cybercrime,10,3,Closed
94860,2021-07-01,San Diego,Shoplifting,6,3,Closed
343,2021-09-01,San Antonio,Shoplifting,4,5,Pending
96641,2022-07-01,San Antonio,Homicide,2,2,Pending
37111,2020-04-01,Phoenix,Homicide,4,1,Investigating
77581,2022-05-01,Chicago,Burglary,5,3,Closed
87452,2019-09-01,San Francisco,Vandalism,8,4,Closed
28302,2022-12-01,El Paso,Arson,6,1,Closed
21390,2018-04-01,Philadelphia,Fraud,6,5,Closed
66073,2023-09-01,Dallas,Assault,8,1,Closed
56253,2023-04-01,Washington,Cybercrime,9,5,Pending
7981,2021-11-01,Denver,Homicide,5,2,Investigating
89389,2021-06-01,San Diego,Burglary,8,4,Investigating
66507,2020-04-01,New York,Sexual Assault,9,2,Investigating
61526,2021-05-01,Phoenix,Assault,10,3,Closed
36541,2022-05-01,El Paso,Arson,1,4,Investigating
86359,2022-12-01,Seattle,Sexual Assault,10,1,Closed
55949,2020-07-01,Chicago,Cybercrime,4,5,Pending
75994,2020-07-01,San Jose,Vehicle Theft,10,5,Pending
23231,2022-08-01,San Jose,Burglary,8,1,Closed
12743,2022-01-01,Phoenix,Robbery,1,1,Pending
31173,2020-05-01,San Jose,Burglary,1,1,Investigating
70416,2023-10-01,Columbus,Vandalism,10,5,Investigating
13889,2022-10-01,Philadelphia,Kidnapping,3,5,Investigating
43605,2022-01-01,Boston,Robbery,8,4,Closed
62623,2020-12-01,Washington,Burglary,1,4,Investigating
59179,2019-01-01,Los Angeles,Vehicle Theft,9,4,Investigating
16755,2018-07-01,Austin,Burglary,4,2,Pending
91797,2023-05-01,San Diego,Homicide,7,2,Investigating
63842,2022-06-01,El Paso,Arson,3,1,Pending
52540,2020-03-01,Austin,Burglary,1,5,Closed
54142,2022-04-01,Boston,Drug Violation,2,4,Investigating
51054,2019-01-01,Jacksonville,Vehicle Theft,4,4,Pending
9437,2022-05-01,Boston,Homicide,1,3,Closed
8941,2020-10-01,Dallas,Assault,5,2,Pending
27600,2021-11-01,New York,Vehicle Theft,1,4,Investigating
1908,2020-03-01,Austin,Assault,9,2,Pending
55742,2019-11-01,Chicago,Burglary,10,1,Investigating
39620,2018-08-01,Jacksonville,Kidnapping,2,4,Investigating
57986,2022-03-01,Los Angeles,Arson,10,1,Investigating
57481,2022-08-01,San Jose,Shoplifting,9,3,Investigating
26604,2019-04-01,San Francisco,Shoplifting,8,4,Pending
20604,2022-04-01,Chicago,Homicide,5,5,Closed
85388,2019-08-01,New York,Burglary,9,3,Pending
58314,2022-04-01,New York,Sexual Assault,10,4,Pending
48952,2018-11-01,Houston,Homicide,3,5,Investigating
82092,2020-03-01,Chicago,Robbery,6,4,Pending
23762,2018-04-01,Dallas,Shoplifting,8,4,Closed
79110,2022-01-01,Phoenix,Cybercrime,6,3,Pending
84999,2022-01-01,Chicago,Sexual Assault,8,2,Pending
45651,2020-07-01,San Jose,Homicide,10,2,Investigating
50827,2019-01-01,New York,Vehicle Theft,8,5,Investigating
21915,2022-03-01,New York,Vandalism,10,4,Investigating
97069,2020-03-01,El Paso,Burglary,1,2,Pending
13935,2018-07-01,Seattle,Sexual Assault,10,1,Pending
57451,2022-05-01,Phoenix,Kidnapping,1,5,Investigating
77028,2023-02-01,Houston,Robbery,9,5,Pending
52064,2021-07-01,Philadelphia,Vehicle Theft,1,1,Closed
71431,2022-12-01,Denver,Robbery,2,5,Pending
49323,2019-11-01,Indianapolis,Assault,7,3,Pending
43487,2022-07-01,San Francisco,Cybercrime,6,5,Closed
68674,2021-05-01,San Antonio,Robbery,6,1,Investigating
99702,2019-05-01,New York,Vandalism,7,4,Investigating
7879,2023-08-01,Phoenix,Homicide,3,4,Investigating
68012,2023-08-01,San Francisco,Assault,10,4,Pending
5920,2019-02-01,San Antonio,Fraud,2,5,Investigating
81089,2018-10-01,Houston,Kidnapping,5,5,Closed
17692,2018-02-01,Los Angeles,Drug Violation,5,2,Investigating
78964,2022-08-01,Indianapolis,Cybercrime,8,5,Investigating
38919,2019-11-01,San Antonio,Assault,8,3,Pending
49425,2023-04-01,Phoenix,Fraud,4,4,Pending
26362,2023-09-01,Philadelphia,Kidnapping,2,2,Investigating
21963,2018-12-01,San Diego,Cybercrime,4,2,Closed
90580,2020-09-01,Chicago,Shoplifting,10,4,Investigating
71992,2018-03-01,El Paso,Arson,8,4,Investigating
36866,2019-05-01,Chicago,Drug Violation,4,2,Closed
31784,2018-09-01,Phoenix,Robbery,8,5,Pending
69927,2019-06-01,Columbus,Kidnapping,10,5,Closed
42543,2022-03-01,Houston,Robbery,6,1,Pending
16742,2020-03-01,San Francisco,Vandalism,1,3,Investigating
8889,2020-10-01,Austin,Vehicle Theft,1,1,Investigating
48314,2022-09-01,New York,Vandalism,1,2,Pending
25117,2021-01-01,Philadelphia,Robbery,10,2,Closed
23713,2022-02-01,Boston,Arson,3,4,Closed
51819,2021-11-01,Washington,Burglary,10,4,Closed
48128,2023-06-01,Indianapolis,Sexual Assault,10,4,Closed
91238,2018-05-01,San Diego,Shoplifting,2,2,Investigating
84107,2023-08-01,Chicago,Vehicle Theft,9,3,Closed
33334,2021-12-01,Indianapolis,Vehicle Theft,8,2,Investigating
98812,2018-09-01,San Diego,Robbery,1,3,Investigating
13786,2023-01-01,Philadelphia,Kidnapping,8,3,Closed
63919,2023-01-01,Phoenix,Homicide,1,1,Investigating
71346,2020-09-01,Chicago,Shoplifting,4,4,Pending
68062,2021-02-01,Houston,Assault,2,3,Investigating
46781,2018-01-01,Chicago,Kidnapping,6,4,Investigating
87021,2021-06-01,Phoenix,Arson,1,3,Investigating
27337,2019-10-01,Boston,Kidnapping,7,3,Investigating
42623,2023-03-01,San Diego,Assault,6,2,Investigating
95494,2019-12-01,San Antonio,Fraud,2,3,Closed
60411,2018-02-01,San Antonio,Vehicle Theft,10,3,Pending
72259,2019-12-01,Boston,Kidnapping,7,4,Pending
99981,2018-08-01,San Jose,Assault,9,2,Pending
69073,2022-02-01,Indianapolis,Sexual Assault,5,4,Investigating
90902,2020-06-01,New York,Vandalism,8,3,Closed
54416,2023-10-01,Los Angeles,Sexual Assault,9,4,Investigating
96370,2020-10-01,New York,Drug Violation,8,5,Closed
33767,2021-05-01,Indianapolis,Burglary,1,1,Investigating
56938,2021-05-01,Phoenix,Shoplifting,10,5,Closed
90567,2023-11-01,New York,Cybercrime,5,5,Pending
8034,2023-09-01,San Antonio,Homicide,6,1,Pending
12655,2020-11-01,San Diego,Homicide,4,2,Investigating
75010,2021-02-01,San Diego,Cybercrime,9,1,Pending
10170,2020-01-01,Boston,Drug Violation,8,2,Investigating
27423,2018-05-01,Philadelphia,Shoplifting,9,2,Pending
41162,2023-05-01,Denver,Homicide,8,1,Investigating
11186,2022-04-01,Chicago,Shoplifting,2,3,Closed
