dr_no,area_name,crm_cd,crm_cd_desc,vict_age,vict_sex,vict_descent,premis_desc,status_desc
201014732,West Valley,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,29.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
201805932,Southeast,433.0,DRIVING WITHOUT OWNER CONSENT (DWOC),37.0,M,H,STREET,Juv Other
220319268,Southwest,761.0,BRANDISH WEAPON,20.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210812867,West LA,330.0,BURGLARY FROM VEHICLE,26.0,F,W,STREET,Invest Cont
212113918,Topanga,210.0,ROBBERY,70.0,M,O,MINI-MART,Invest Cont
211312331,Newton,624.0,BATTERY - SIMPLE ASSAULT,29.0,F,H,SINGLE FAMILY DWELLING,Adult Other
200619109,Hollywood,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,34.0,M,W,SIDEWALK,Invest Cont
220905538,Van Nuys,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),57.0,F,W,GARAGE/CARPORT,Invest Cont
200709138,Wilshire,440.0,THEFT PLAIN - PETTY ($950 & UNDER),27.0,M,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211107213,Northeast,210.0,ROBBERY,31.0,M,W,PARKING LOT,Adult Other
201805482,Southeast,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,49.0,F,B,SINGLE FAMILY DWELLING,Adult Other
211211804,77th Street,624.0,BATTERY - SIMPLE ASSAULT,23.0,F,H,STREET,Invest Cont
201615254,Foothill,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57.0,M,H,STREET,Invest Cont
210714622,Wilshire,354.0,THEFT OF IDENTITY,55.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
201217856,77th Street,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),39.0,F,H,STREET,Invest Cont
221000739,West Valley,354.0,THEFT OF IDENTITY,49.0,M,O,GAS STATION,Adult Arrest
201224563,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),40.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201219032,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),45.0,M,H,DRIVEWAY,Invest Cont
201517429,N Hollywood,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,27.0,M,H,COFFEE SHOP (STARBUCKS COFFEE BEAN PEET'S ETC.),Invest Cont
221510784,N Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),24.0,M,O,YARD (RESIDENTIAL/BUSINESS),Invest Cont
211516075,N Hollywood,330.0,BURGLARY FROM VEHICLE,38.0,F,B,GARAGE/CARPORT,Invest Cont
200714553,Wilshire,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,29.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
201222633,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),32.0,F,H,STREET,Invest Cont
200710120,Wilshire,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),32.0,M,W,VEHICLE PASSENGER/TRUCK,Invest Cont
220409552,Hollenbeck,624.0,BATTERY - SIMPLE ASSAULT,56.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
211307763,Newton,624.0,BATTERY - SIMPLE ASSAULT,13.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
211217171,77th Street,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
201811556,Southeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,36.0,M,B,STREET,Invest Cont
210122358,Central,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),34.0,F,B,VEHICLE PASSENGER/TRUCK,Invest Cont
210619115,Hollywood,210.0,ROBBERY,45.0,F,B,STREET,Invest Cont
210212850,Rampart,354.0,THEFT OF IDENTITY,24.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210711165,Wilshire,310.0,BURGLARY,34.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
220120328,Central,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,54.0,M,B,SIDEWALK,Invest Cont
210706086,Wilshire,354.0,THEFT OF IDENTITY,42.0,F,W,OTHER RESIDENCE,Invest Cont
220109376,Central,330.0,BURGLARY FROM VEHICLE,45.0,F,J,STREET,Invest Cont
211211645,77th Street,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,21.0,F,H,SINGLE FAMILY DWELLING,Adult Other
200317645,Southwest,946.0,OTHER MISCELLANEOUS CRIME,19.0,X,X,STREET,Invest Cont
210911818,Van Nuys,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,29.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
211108450,Northeast,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,53.0,F,H,SINGLE FAMILY DWELLING,Adult Other
211715182,Devonshire,330.0,BURGLARY FROM VEHICLE,18.0,F,H,CLOTHING STORE,Invest Cont
211821960,Southeast,901.0,VIOLATION OF RESTRAINING ORDER,38.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
200808219,West LA,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,22.0,F,W,OFFICE BUILDING/OFFICE,Adult Other
221113868,Northeast,354.0,THEFT OF IDENTITY,31.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
200409711,Hollenbeck,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,59.0,F,H,PARKING LOT,Adult Arrest
201514313,N Hollywood,624.0,BATTERY - SIMPLE ASSAULT,24.0,F,H,LAUNDROMAT,Invest Cont
212006329,Olympic,330.0,BURGLARY FROM VEHICLE,58.0,F,B,PARKING LOT,Invest Cont
210308283,Southwest,886.0,DISTURBING THE PEACE,28.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
220114387,Central,330.0,BURGLARY FROM VEHICLE,30.0,M,W,PARKING LOT,Invest Cont
200407820,Hollenbeck,946.0,OTHER MISCELLANEOUS CRIME,57.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
210917799,Van Nuys,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,23.0,M,H,SIDEWALK,Invest Cont
200906805,Van Nuys,480.0,BIKE - STOLEN,57.0,F,O,PARKING LOT,Invest Cont
211505999,N Hollywood,810.0,SEXUNLAWFUL(INC MUTUAL CONSENT PENETRATION W/ FRGN OBJ,16.0,F,H,GARAGE/CARPORT,Adult Arrest
220415830,Hollenbeck,903.0,CONTEMPT OF COURT,24.0,F,H,MINI-MART,Adult Other
211005753,West Valley,354.0,THEFT OF IDENTITY,43.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
221711466,Devonshire,310.0,BURGLARY,61.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211806115,Southeast,330.0,BURGLARY FROM VEHICLE,60.0,M,B,VEHICLE PASSENGER/TRUCK,Invest Cont
212018735,Olympic,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),29.0,M,H,PARKING UNDERGROUND/BUILDING,Invest Cont
201814986,Southeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,52.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
211319774,Newton,354.0,THEFT OF IDENTITY,43.0,F,B,CYBERSPACE,Invest Cont
200207301,Rampart,940.0,EXTORTION,29.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210306757,Southwest,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26.0,F,C,STREET,Invest Cont
200606015,Hollywood,330.0,BURGLARY FROM VEHICLE,47.0,M,W,DRIVEWAY,Invest Cont
210306500,Southwest,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,22.0,M,H,STREET,Invest Cont
200404679,Hollenbeck,310.0,BURGLARY,51.0,M,H,PUBLIC STORAGE,Invest Cont
211209898,77th Street,354.0,THEFT OF IDENTITY,41.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
200213611,Rampart,624.0,BATTERY - SIMPLE ASSAULT,48.0,M,W,LIQUOR STORE,Invest Cont
210109619,Central,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,35.0,F,W,STREET,Invest Cont
201007210,West Valley,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),36.0,M,H,STREET,Invest Cont
221418186,Pacific,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,35.0,F,O,ALLEY,Invest Cont
201605642,Foothill,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),49.0,F,W,DRIVEWAY,Invest Cont
201609924,Foothill,440.0,THEFT PLAIN - PETTY ($950 & UNDER),36.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200810043,West LA,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),23.0,M,O,PARKING LOT,Invest Cont
220618186,Hollywood,901.0,VIOLATION OF RESTRAINING ORDER,25.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
200511654,Harbor,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),23.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
200122546,Central,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),34.0,M,B,VEHICLE PASSENGER/TRUCK,Invest Cont
211314346,Newton,310.0,BURGLARY,36.0,F,H,PUBLIC STORAGE,Invest Cont
200811004,West LA,624.0,BATTERY - SIMPLE ASSAULT,35.0,M,W,PARKING LOT,Invest Cont
222110596,Topanga,310.0,BURGLARY,52.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
210908584,Van Nuys,440.0,THEFT PLAIN - PETTY ($950 & UNDER),56.0,M,X,SINGLE FAMILY DWELLING,Invest Cont
211307433,Newton,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),57.0,M,H,STREET,Invest Cont
200516268,Harbor,330.0,BURGLARY FROM VEHICLE,38.0,M,H,DRIVEWAY,Invest Cont
220914475,Van Nuys,310.0,BURGLARY,73.0,M,W,RESTAURANT/FAST FOOD,Invest Cont
211614760,Foothill,662.0,BUNCO GRAND THEFT,24.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
211409211,Pacific,440.0,THEFT PLAIN - PETTY ($950 & UNDER),38.0,F,W,TRANSPORTATION FACILITY (AIRPORT),Invest Cont
200105477,Central,624.0,BATTERY - SIMPLE ASSAULT,31.0,F,H,STREET,Invest Cont
201516900,N Hollywood,330.0,BURGLARY FROM VEHICLE,51.0,M,W,PARKING LOT,Invest Cont
211313970,Newton,210.0,ROBBERY,30.0,M,O,SIDEWALK,Invest Cont
211812254,Southeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,22.0,M,B,SIDEWALK,Invest Cont
200305778,Southwest,860.0,BATTERY WITH SEXUAL CONTACT,20.0,F,W,SIDEWALK,Adult Arrest
220310880,Southwest,624.0,BATTERY - SIMPLE ASSAULT,26.0,F,B,STREET,Invest Cont
221404054,Pacific,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,74.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201219697,77th Street,900.0,VIOLATION OF COURT ORDER,21.0,M,B,SINGLE FAMILY DWELLING,Adult Other
211008804,West Valley,624.0,BATTERY - SIMPLE ASSAULT,52.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
201107842,Northeast,330.0,BURGLARY FROM VEHICLE,44.0,M,K,STREET,Invest Cont
210817708,West LA,330.0,BURGLARY FROM VEHICLE,75.0,M,W,PARKING UNDERGROUND/BUILDING,Invest Cont
201419190,Pacific,624.0,BATTERY - SIMPLE ASSAULT,25.0,F,H,PARKING LOT,Invest Cont
201421347,Pacific,310.0,BURGLARY,50.0,M,W,BAR/COCKTAIL/NIGHTCLUB,Invest Cont
201320529,Newton,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,19.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
212015703,Olympic,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),33.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
200104762,Central,330.0,BURGLARY FROM VEHICLE,32.0,M,O,PARKING UNDERGROUND/BUILDING,Invest Cont
231604478,Foothill,354.0,THEFT OF IDENTITY,58.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
201315380,Newton,330.0,BURGLARY FROM VEHICLE,28.0,F,H,STREET,Adult Arrest
211507958,N Hollywood,330.0,BURGLARY FROM VEHICLE,64.0,M,W,STREET,Invest Cont
211906082,Mission,237.0,CHILD NEGLECT (SEE 300 W.I.C.),13.0,M,H,STREET,Adult Arrest
210210177,Rampart,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),34.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
202110566,Topanga,624.0,BATTERY - SIMPLE ASSAULT,35.0,F,H,SINGLE FAMILY DWELLING,Adult Other
201008344,West Valley,761.0,BRANDISH WEAPON,25.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200610581,Hollywood,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),33.0,M,W,STREET,Invest Cont
200713434,Wilshire,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,43.0,M,H,PORCH RESIDENTIAL,Invest Cont
211108640,Northeast,310.0,BURGLARY,30.0,M,W,OTHER BUSINESS,Adult Other
200412056,Hollenbeck,888.0,TRESPASSING,65.0,M,B,OTHER RESIDENCE,Invest Cont
210120388,Central,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),42.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200709622,Wilshire,440.0,THEFT PLAIN - PETTY ($950 & UNDER),71.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
202008628,Olympic,354.0,THEFT OF IDENTITY,48.0,F,H,PARKING LOT,Invest Cont
211711148,Devonshire,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,36.0,M,O,YARD (RESIDENTIAL/BUSINESS),Adult Other
200709750,Wilshire,901.0,VIOLATION OF RESTRAINING ORDER,35.0,F,H,PARK/PLAYGROUND,Invest Cont
201218843,77th Street,310.0,BURGLARY,21.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
211208545,77th Street,761.0,BRANDISH WEAPON,38.0,M,O,SINGLE FAMILY DWELLING,Invest Cont
221508676,N Hollywood,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,19.0,F,H,STREET,Adult Other
200400694,Hollenbeck,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,23.0,M,H,SIDEWALK,Invest Cont
210105830,Central,624.0,BATTERY - SIMPLE ASSAULT,74.0,F,O,OTHER BUSINESS,Invest Cont
211411482,Pacific,354.0,THEFT OF IDENTITY,47.0,F,A,HIGH SCHOOL,Invest Cont
201206784,77th Street,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,42.0,F,H,STREET,Adult Other
221615551,Foothill,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),55.0,F,H,STREET,Invest Cont
210304971,Southwest,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,31.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200915882,Van Nuys,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),51.0,F,B,SINGLE FAMILY DWELLING,Adult Other
202006658,Olympic,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,41.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
210611341,Hollywood,440.0,THEFT PLAIN - PETTY ($950 & UNDER),29.0,F,A,SIDEWALK,Invest Cont
210105850,Central,440.0,THEFT PLAIN - PETTY ($950 & UNDER),31.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211407492,Pacific,624.0,BATTERY - SIMPLE ASSAULT,21.0,F,O,MTA BUS,Invest Cont
210306980,Southwest,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,41.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
210115796,Central,330.0,BURGLARY FROM VEHICLE,49.0,M,B,PARKING LOT,Invest Cont
210904002,Van Nuys,625.0,OTHER ASSAULT,33.0,M,H,GARAGE/CARPORT,Invest Cont
221116604,Northeast,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25.0,F,O,DRIVEWAY,Invest Cont
201710838,Devonshire,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,41.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
201319056,Newton,624.0,BATTERY - SIMPLE ASSAULT,33.0,F,A,SINGLE FAMILY DWELLING,Invest Cont
200512440,Harbor,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
221418303,Pacific,662.0,BUNCO GRAND THEFT,28.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211112028,Northeast,624.0,BATTERY - SIMPLE ASSAULT,33.0,M,H,CAR WASH,Adult Other
201309672,Newton,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30.0,M,H,STREET,Invest Cont
210404125,Hollenbeck,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,21.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
211213304,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),57.0,M,B,ABANDONED BUILDING ABANDONED HOUSE,Invest Cont
210709807,Wilshire,480.0,BIKE - STOLEN,49.0,M,W,STREET,Invest Cont
212004510,Olympic,664.0,BUNCO PETTY THEFT,32.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
201207773,77th Street,210.0,ROBBERY,45.0,M,H,SIDEWALK,Juv Arrest
200509121,Harbor,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,30.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
210717018,Wilshire,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),39.0,M,F,SINGLE FAMILY DWELLING,Invest Cont
200122696,Central,220.0,ATTEMPTED ROBBERY,42.0,M,H,SIDEWALK,Invest Cont
201812094,Southeast,210.0,ROBBERY,23.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
201204129,77th Street,625.0,OTHER ASSAULT,28.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200300557,Southwest,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),63.0,M,H,PARKING LOT,Adult Arrest
211216706,77th Street,624.0,BATTERY - SIMPLE ASSAULT,31.0,F,B,SIDEWALK,Invest Cont
210506860,Harbor,210.0,ROBBERY,34.0,M,H,STREET,Invest Cont
222110841,Topanga,354.0,THEFT OF IDENTITY,53.0,M,O,SINGLE FAMILY DWELLING,Invest Cont
211315877,Newton,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,58.0,M,H,AUTO REPAIR SHOP,Adult Arrest
211217675,77th Street,901.0,VIOLATION OF RESTRAINING ORDER,43.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
212105447,Topanga,354.0,THEFT OF IDENTITY,26.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
212117222,Topanga,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,15.0,F,O,HIGH SCHOOL,Invest Cont
210608731,Hollywood,330.0,BURGLARY FROM VEHICLE,38.0,M,H,GARAGE/CARPORT,Invest Cont
211506808,N Hollywood,903.0,CONTEMPT OF COURT,58.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211104934,Northeast,330.0,BURGLARY FROM VEHICLE,37.0,M,W,GARAGE/CARPORT,Invest Cont
211005205,West Valley,330.0,BURGLARY FROM VEHICLE,63.0,M,H,PARKING LOT,Invest Cont
201308723,Newton,210.0,ROBBERY,53.0,F,H,STREET,Invest Cont
201516282,N Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),65.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
211900657,Mission,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),26.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
210505184,Harbor,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61.0,F,I,SINGLE FAMILY DWELLING,Invest Cont
221406152,Pacific,440.0,THEFT PLAIN - PETTY ($950 & UNDER),47.0,F,B,BEACH,Invest Cont
200608629,Hollywood,330.0,BURGLARY FROM VEHICLE,49.0,M,W,PARKING UNDERGROUND/BUILDING,Adult Other
202017630,Olympic,520.0,VEHICLE - ATTEMPT STOLEN,20.0,M,B,STREET,Adult Arrest
201817455,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),33.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201817075,Southeast,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),55.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
200108701,Central,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,36.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211209824,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),78.0,M,B,VEHICLE PASSENGER/TRUCK,Invest Cont
201417953,Pacific,310.0,BURGLARY,49.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201222386,77th Street,310.0,BURGLARY,67.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211419070,Pacific,330.0,BURGLARY FROM VEHICLE,35.0,F,W,GARAGE/CARPORT,Invest Cont
220219433,Rampart,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,25.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200905598,Van Nuys,354.0,THEFT OF IDENTITY,45.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
200316311,Southwest,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),34.0,M,W,OTHER RESIDENCE,Invest Cont
210813240,West LA,330.0,BURGLARY FROM VEHICLE,19.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210608190,Hollywood,330.0,BURGLARY FROM VEHICLE,49.0,F,W,PARKING UNDERGROUND/BUILDING,Invest Cont
210304621,Southwest,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,20.0,M,B,PARKING LOT,Adult Arrest
201511287,N Hollywood,624.0,BATTERY - SIMPLE ASSAULT,54.0,F,H,MTA - RED LINE - UNIVERSAL CITY/STUDIO CITY,Invest Cont
210804830,West LA,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,20.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210305856,Southwest,888.0,TRESPASSING,44.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
210312553,Southwest,440.0,THEFT PLAIN - PETTY ($950 & UNDER),51.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
210404546,Hollenbeck,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,49.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
211820497,Southeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),51.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201224897,77th Street,625.0,OTHER ASSAULT,21.0,F,H,RESTAURANT/FAST FOOD,Invest Cont
211411463,Pacific,330.0,BURGLARY FROM VEHICLE,26.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211008605,West Valley,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30.0,M,I,STREET,Invest Cont
212007672,Olympic,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,24.0,M,H,PARK/PLAYGROUND,Invest Cont
210815549,West LA,940.0,EXTORTION,40.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201006586,West Valley,310.0,BURGLARY,69.0,F,A,SINGLE FAMILY DWELLING,Invest Cont
200808685,West LA,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,56.0,M,B,SIDEWALK,Adult Arrest
201713687,Devonshire,330.0,BURGLARY FROM VEHICLE,26.0,M,F,OTHER/OUTSIDE,Invest Cont
210407902,Hollenbeck,624.0,BATTERY - SIMPLE ASSAULT,29.0,F,W,STREET,Invest Cont
211711093,Devonshire,624.0,BATTERY - SIMPLE ASSAULT,64.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
221808473,Southeast,354.0,THEFT OF IDENTITY,29.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
210211926,Rampart,310.0,BURGLARY,28.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201910418,Mission,440.0,THEFT PLAIN - PETTY ($950 & UNDER),36.0,M,H,SINGLE FAMILY DWELLING,Juv Other
200812427,West LA,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),33.0,M,H,STREET,Invest Cont
210215378,Rampart,900.0,VIOLATION OF COURT ORDER,36.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201814826,Southeast,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,39.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210604562,Hollywood,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38.0,F,B,STREET,Invest Cont
211605262,Foothill,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),38.0,M,H,DIY CENTER (LOWE'SHOME DEPOTOSHCONTRACTORS WAREHOUSE),Invest Cont
201112233,Northeast,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),45.0,M,W,STREET,Invest Cont
212013211,Olympic,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,65.0,M,H,SIDEWALK,Invest Cont
220710055,Wilshire,330.0,BURGLARY FROM VEHICLE,23.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200412444,Hollenbeck,440.0,THEFT PLAIN - PETTY ($950 & UNDER),40.0,F,H,SIDEWALK,Invest Cont
201220168,77th Street,440.0,THEFT PLAIN - PETTY ($950 & UNDER),61.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210108232,Central,440.0,THEFT PLAIN - PETTY ($950 & UNDER),38.0,F,A,OTHER PREMISE,Invest Cont
201319771,Newton,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),76.0,M,B,BEAUTY/BARBER SHOP,Invest Cont
